,X1,sample_id,lake_id,lake_name,sa_ha,lake_type,ecoregion_3,trip_num,county,year,date_sampled,sample_location,lat,long,max_depth_m,secchi_m,lt_trans_3ft_per,lt_level_1per_ft,water_col_oxic_per,ph_epi,ph_hypo,cond_epi,cond_hypo,alk_epi,alk_hypo,no3_epi,no3_hypo,nh3_epi,nh3_hypo,tkn_epi,tkn_hypo,srp_epi,srp_hypo,tp_epi,tp_hypo,chla_ug_L,micro_ug_L,pktn_cells_mL,pktn_num_L,bg_dom_nu_per,bg_dom_cell_per,bg_num_L,bg_cell_mL,green_num_L,green_cell_mL,diatoms_nu_L,diatoms_cells_mL,other_algae_nu_L,other_algae_cells_mL,rotifer_num_L,rotifers_cell_mL,zoo_num_L,zoo_cells_mL,alk_avg,cond_avg,ph_avg,no3_avg,nh3_avg,tkn_avg,orgn_avg,srp_avg,tp_avg,tsi_sd,tsi_chla,tsi_tp_avg,tsi_tp_epi,tsi_comb,tn_avg,tn_epi,tn_hypo,not_sampled,tsi_int
243,218,2585,1060,Woods (Big Blue #3),17.81,impoundment,55,9,Rush,2017,17-Jul-17,deep hole,39.76151,-85.54144,4.2,0.5,NA,NA,71.4,8.2,7.3,NA,NA,169,180,3.314,2.359,0.042,0.357,NA,NA,0.008,0.006,0.065,0.13,27.848,NA,44762,12066672,30,76,3624997,33885,4728259,5762,2731883,4133,980675,982,445,0,413,0,174.5,NA,7.75,2.8365,0.1995,NA,0,0.007,0.0975,70,63,70,64,68,NA,4.325,5.36,FALSE,Eutrophic
261,227,2594,1454,Loon,6.07,natural lake,56,10,Whitley,2017,25-Jul-17,deep hole,41.26979,-85.54091,28.4,0.9,6.2,6,14.8,8.1,7.3,373.4,488.8,149.5,198,0.035,0.284,0.014,0.896,NA,NA,0.002,0.271,0.055,0.376,33.402,NA,11002,2005196,45.9,84,919383,9273,893115,1535,17512,18,175120,176,40,0,26,0,173.75,431.1,7.7,0.1595,0.455,NA,0,0.1365,0.2155,62,65,82,62,70,NA,1.326,2.06,FALSE,Hypereutrophic
153,164,2521,843,Diamond,42.49,natural lake,56,12,Noble,2016,16-Aug-16,Deep Hole,41.43765,-85.5245,23.2,1.75,14.14,13,NA,7.2,6.8,462,590,122,201,0.142,0.008,0.079,0.914,NA,NA,0.004,0.041,0.013,0.062,7.423,NA,11035,545693,65.7,92,358422,10158,120367,810,10699,11,56171,56,22,0,12,0,161.5,526,7,0.075,0.4965,NA,0,0.0225,0.0375,52,50,56,41,53,NA,1.295,2.015,FALSE,Mesotrophic
310,72,2407,443,Brush Creek Reservoir,67.58,impoundment,55,9,Jennings,2015,3-Aug-15,deep hole,39.05644,-85.52431,7.62,0.6,5.56,8.2,52.5,9.2,6.9,181,369,90,136,0.015,0.089,0.018,2.624,0.923,3.499,0.01,0.084,0.07,0.268,NA,NA,583400,49902792,93.7,99,46746370,577710,2594545,5120,240731,250,320975,320,129,0,42,0,113,275,8.05,0.052,1.321,2.211,0.89,0.047,0.169,67,NA,78,65,NA,NA,NA,NA,FALSE,NA
251,120,2471,443,Brush Creek Reservoir,67.58,impoundment,55,4,Jennings,2016,19-Jul-16,Deep Hole,39.09282,-85.524,7.62,0.8,6.646,6.23,NA,8.75,6.2,226,330,95.5,150,0.0086,0.0086,0.112,NA,NA,NA,0.002,0.128,0.037,0.429,31.532,NA,211273,35797683,89.9,97,32177693,205272,2576713,4958,757857,758,285312,285,85,0,23,0,122.75,278,7.475,0.0086,0.112,NA,0,0.065,0.233,63,64,83,56,70,NA,0.685,3.275,FALSE,Eutrophic
233,8,2334,823,Bear,55.04,natural lake,56,1,Noble,2015,29-Jun-15,Deep hole,41.32215,-85.51785,17.2,1.2,5.35,7.216,25,8.3,7.6,360.9,400.8,147.5,177,0.09,0.013,0.018,1.131,1.589,2.336,0.01,0.197,0.053,0.228,23.61,NA,119626,6241330,58.1,94,3628796,112136,2425143,7303,71328,71,115908,116,140,0,15,0,162.25,380.85,7.95,0.0515,0.5745,1.9625,1.388,0.1035,0.1405,57,62,75,61,65,NA,NA,NA,FALSE,Eutrophic
204,105,2456,823,Bear,55.04,natural lake,56,2,Noble,2016,6-Jul-16,Deep Hole,41.3238,-85.51636,16.7,1.8,17.77,11.5,NA,7.3,6.7,411,463,171,190,0.0086,0.0086,0.015,1.562,NA,NA,0.004,0.23,0.041,0.279,14.777,NA,57893,3227866,64.4,96,2077420,55352,1105580,2496,8916,9,35664,36,238,0,48,0,180.5,437,7,0.0086,0.7885,NA,0,0.117,0.16,52,57,77,58,62,NA,1.732,2.883,FALSE,Eutrophic
64,240,2606,934,Upper Long,34.8,natural lake,56,11,Noble,2017,31-Jul-17,deep hole,41.35648,-85.4872,16.2,1.1,17,5,24.7,8.2,7.1,496.2,399.9,157,204.5,0.008,0.008,0.014,1.506,NA,NA,0.006,0.215,0.27,0.02,2.785,NA,25230,2601197,41.7,86,1085748,21584,1129526,3259,297705,298,87560,89,514,0,144,0,180.75,448.05,7.65,0.008,0.76,NA,0,0.1105,0.145,59,41,76,85,59,NA,2.656,1.134,FALSE,Mesotrophic
158,298,2684,934,Upper Long,34.8,natural lake,56,5,Noble,2018,17-Jul-18,Deep Hole,41.3564006,-85.4871109,16.3,1.2,943,12.792,NA,7.6,7.4,467.2,496,168,199,0.008,0.009,0.058,1.1,NA,NA,0.008,0.212,0.031,0.259,6.921,NA,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0,26,0,183.5,481.6,7.5,0.0085,0.579,NA,0,0.11,0.145,57,50,76,54,61,NA,1.557,1.719,FALSE,Mesotrophic
140,98,2449,934,Upper Long,34.8,natural lake,56,2,Noble,2016,6-Jul-16,Deep Hole,41.35625,-85.4871,14,1.7,20.58,14.8,NA,6.7,6.5,431,506,153,195,0.0086,0.0086,0.015,0.937,NA,NA,0.006,0.158,0.031,0.189,6.252,NA,165471,5527971,38.4,91,2121998,150537,3343487,14872,53496,53,8916,9,38,0,36,0,174,468.5,6.6,0.0086,0.476,NA,0,0.082,0.11,52,49,72,54,58,NA,1.117,1.845,FALSE,Mesotrophic
222,3,2329,836,Crane,11.33,natural lake,56,1,Noble,2015,30-Jun-15,Deep hole,41.27769,-85.48248,10.9,1.3,6.2,6.56,27.52,7.9,7.4,487.9,576,219,281,6.319,0.101,0.227,2.5,1.5075,3.024,0.013,0.761,0.082,0.224,19.98,NA,50642,2398470,74.7,92,1792107,46451,240731,1632,8916,9,356638,2550,63,0,15,0,250,531.95,7.65,3.21,1.3635,2.26575,0.90225,0.387,0.153,56,60,77,68,64,NA,NA,NA,FALSE,Eutrophic
258,162,2519,836,Crane,11.33,natural lake,56,12,Noble,2016,16-Aug-16,Deep Hole,41.27764,-85.48241,10.8,0.65,14.03,7.39,NA,7.4,7.1,360,612,127,267.5,0.008,0.008,0.044,4.142,NA,NA,0.006,0.936,0.055,0.988,34.515,NA,39554,4823864,71.2,86,3432645,33908,900514,5155,133739,134,356639,357,316,0,11,0,197.25,486,7.25,0.008,2.093,NA,0,0.471,0.5215,66,65,94,62,75,NA,1.329,4.9,FALSE,Hypereutrophic
46,226,2593,1439,Crooked,83.37,natural lake,56,10,Whitley,2017,25-Jul-17,deep hole,41.26388,-85.48118,31.7,4.2,10.6,17.5,85.7,8.1,7.2,318.6,386.8,121,142,0.021,0.295,0.014,0.014,NA,NA,0.002,0.058,0.033,0.093,2.387,NA,3168,471175,15,74,70882,2351,262682,667,116746,130,20847,20,14,0,4,0,131.5,352.7,7.65,0.158,0.014,NA,0,0.03,0.063,39,39,64,55,47,NA,0.556,0.678,FALSE,Mesotrophic
31,229,2596,400,Clair,17.4,Surface Mine Lake,55,10,Huntington,2017,25-Jul-17,deep hole,40.89449,-85.46867,16,0.9,20.3,10.5,10,8.5,7.3,481.7,631.6,154,215,0.389,0.219,0.014,0.014,NA,NA,0.004,0.319,0.092,0.473,1.989,NA,10201,2574498,21.1,45,542873,4580,1803742,5262,61292,193,166364,166,187,0,40,0,184.5,556.65,7.9,0.304,0.014,NA,0,0.1615,0.2825,62,37,86,69,62,NA,1.3,1.423,FALSE,Mesotrophic
281,93,2445,901,Muncie,19.02,natural lake,56,1,Noble,2016,28-Jun-16,Deep Hole,41.3274,-85.45627,8.23,0.75,5.537,5.6,NA,7.9,7.2,536,682,194,290,2.617,0.071,0.032,4.099,NA,NA,0.004,0.742,0.074,0.805,55.697,NA,31297,5991751,43,72,2576712,22647,1818858,6615,847016,875,748941,1160,210,0,14,0,242,609,7.55,1.344,2.0655,NA,0,0.373,0.4395,64,70,92,66,75,NA,3.439,5.419,FALSE,Hypereutrophic
241,163,2520,819,Bartley,13.76,natural lake,56,12,Noble,2016,16-Aug-16,Deep Hole,41.35304,-85.44883,9.3,1,9.557,8.2,NA,7.5,7.1,484,633,179.5,283,0.008,0.008,0.034,4.023,NA,NA,0.004,0.7195,0.04,0.8,28.307,NA,27043,2764607,50.3,82,1390889,22183,1159077,4057,26748,27,187235,776,489,0,169,0,231.25,558.5,7.3,0.008,2.0285,NA,0,0.36175,0.42,60,63,91,57,71,NA,1.027,4.827,FALSE,Eutrophic
201,2,2328,1465,Shriner,7.28,natural lake,56,1,Whitley,2015,30-Jun-15,deep hole,41.24397,-85.4463,22.4,2.5,24.12,23.616,44.64,8.6,7.4,324.5,345,127,142,0.1055,0.107,0.018,0.626,0.7865,1.115,0.01,0.367,0.039,0.376,14.72,NA,12177,1151708,12.3,13,141170,1619,601828,6301,297199,4146,111449,111,53,0,9,0,134.5,334.75,8,0.10625,0.322,0.95075,0.62875,0.1885,0.2075,47,57,81,57,62,NA,NA,NA,FALSE,Eutrophic
207,266,2647,910,Port Mitchell,6.07,natural lake,56,1,Noble,2018,26-Jun-18,Deep Hole,41.3595,-85.44227,9.7,1.4,NA,12.136,NA,7.4,7.4,472.52,529.9,193,218,2.417,0.458,0.503,1.223,NA,NA,0.01,0.094,0.024,0.152,15.118,NA,0,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,0,33,0,205.5,501.21,7.4,1.4375,0.863,NA,0,0.052,0.088,55,57,69,50,60,NA,4.001,3.917,FALSE,Eutrophic
271,4,2330,910,Port Mitchell,6.07,natural lake,56,1,Noble,2015,30-Jun-15,Deep hole,41.35955,-85.44205,9.9,1.1,4.18,6.56,20.2,8.1,7.8,478.9,516,209,235,1.911,0.108,0.045,1.23,1.524,1.983,0.01,0.261,0.068,0.306,49.66,NA,58063,2166884,64.6,92,1399808,53479,329892,4147,8916,9,427966,428,248,0,54,0,222,497.45,7.95,1.0095,0.6375,1.7535,1.116,0.1355,0.187,59,69,80,65,69,NA,NA,NA,FALSE,Hypereutrophic
202,10,2336,1463,Round,53,natural lake,56,1,Whitley,2015,30-Jun-15,Deep hole,41.24538,-85.43335,19.6,1.5,15.31,14.432,20.41,8.2,7.7,277.6,337,119,156,0.013,0.013,0.018,1.357,0.648,1.852,0.01,0.435,0.028,0.369,15.12,NA,26238,775807,96,100,744483,26208,8916,8,NA,NA,22290,22,78,0,40,0,137.5,307.3,7.95,0.013,0.6875,1.25,0.5625,0.2225,0.1985,54,57,80,52,64,NA,NA,NA,FALSE,Eutrophic
260,224,2591,936,Waldron,87.42,natural lake,56,10,Noble,2017,24-Jul-17,deep hole,41.49434,-85.42509,13.7,1.1,10.3,7.25,29.2,8,7.2,511.2,583.2,198,236,0.023,0.023,0.063,2.549,NA,NA,0.002,0.502,0.062,0.624,31.826,NA,28643,2889503,46.7,58,1348429,16532,1076992,11121,201389,674,262681,316,8,0,4,0,217,547.2,7.6,0.023,1.306,NA,0,0.252,0.343,59,65,88,64,71,NA,1.117,3.295,FALSE,Hypereutrophic
229,206,2573,894,Miller (Chain-O),4.45,natural lake,56,7,Noble,2017,17-Jul-17,deep hole,41.336468,-85.41827,7.3,1.1,11.7,5,13.7,7.5,6.8,411.5,350,163.5,179,0.008,0.022,0.284,1.463,NA,NA,0.009,0.309,0.074,0.358,22.165,NA,33678,3502570,48.2,70,1689914,23641,1050722,9275,35024,35,726751,727,90,0,69,0,171.25,380.75,7.15,0.015,0.8735,NA,0,0.159,0.216,59,61,82,66,67,NA,1.149,2.436,FALSE,Eutrophic
195,92,2444,894,Miller (Chain-O),4.45,natural lake,56,1,Noble,2016,28-Jun-16,Deep Hole,41.33351,-85.41779,8.84,1.75,4.19,7.38,NA,7.3,6.9,431,562,181,221,0.0086,0.0086,0.052,1.5635,NA,NA,0.002,0.2505,0.036,0.31,12.862,NA,42474,3174278,45.2,91,1435470,38525,918344,2086,187235,187,633033,1676,158,0,38,0,201,496.5,7.1,0.0086,0.80775,NA,0,0.12625,0.173,52,56,78,56,62,NA,1.127,2.694,FALSE,Eutrophic
105,304,2690,618,Dallas,114.53,natural lake,56,6,LaGrange,2018,23-Jul-18,Deep Hole,41.54786,-85.416174,31,1.5,325.1,15.74,NA,8.2,7.4,428.6,453.1,160,224,0.05,0.15,0.032,2.632,NA,NA,0.017,0.498,0.018,0.046,4.454,NA,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,22,0,192,440.85,7.8,0.1,1.332,NA,0,0.2575,0.032,54,45,54,46,51,NA,0.609,1.008,FALSE,Mesotrophic
128,90,2442,618,Dallas,114.53,natural lake,56,1,LaGrange,2016,27-Jun-16,Deep Hole,41.54747,-85.41505,30.2,1.1,13.97,11.5,NA,8.3,6.8,474,492,199.5,210,0.47,0.2325,0.057,0.5815,NA,NA,0.002,0.044,0.021,0.07,5.724,NA,34685,4474364,52.8,82,2364128,28606,2092691,5974,17512,105,NA,NA,19,0,14,0,204.75,483,7.55,0.35125,0.31925,NA,0,0.023,0.0455,59,48,59,48,55,NA,1.044,1.459,FALSE,Mesotrophic
290,258,2637,927,Steinbarger,29.54,natural lake,56,1,Noble,2018,26-Jun-18,Deep Hole,41.48732,-85.41404,12,0.65,118,2.624,NA,7.4,7.2,517.4,544.6,235,242,2.047,0.543,0.015,1.523,NA,NA,0.006,0.083,0.018,0.023,63.834,NA,0,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,0,25,0,238.5,531,7.3,1.295,0.769,NA,0,0.0445,0.0205,66,71,48,46,62,NA,1.139,1.48,FALSE,Hypereutrophic
231,225,2592,927,Steinbarger,29.54,natural lake,56,10,Noble,2017,24-Jul-17,deep hole,41.48695,-85.41329,11.9,1.1,8.2,6.5,25,8.2,7.3,498.7,601.5,210.5,249,0.497,0.239,0.014,2.436,NA,NA,0.004,0.365,0.076,0.553,22.278,NA,47381,2312380,56,91,1295892,42966,674214,1709,78804,96,262680,2610,591,0,199,0,229.75,550.1,7.75,0.368,1.225,NA,0,0.1845,0.3145,59,61,87,67,69,NA,1.712,3.566,FALSE,Eutrophic
50,91,2443,606,Atwood,68.8,natural lake,56,1,LaGrange,2016,28-Jun-16,Deep Hole,41.53916,-85.41328,9.75,1.65,13.15,15.6,NA,8.3,6.6,282,349,120,146,0.0086,0.0086,0.028,0.206,NA,NA,0.002,0.002,0.02,0.036,2.627,NA,78853,2059673,45.9,93,945093,73324,918345,3968,133739,134,62412,1427,50,0,34,0,133,315.5,7.45,0.0086,0.117,NA,0,0.002,0.028,53,40,52,47,48,NA,0.789,0.995,FALSE,Mesotrophic
106,9,2335,1068,Atwood,7.28,impoundment,NA,1,LaGrange,2015,29-Jun-15,Deep hole,41.53951,-85.41325,10.1,1.8,16,16.4,NA,7.8,7.2,290.4,309.7,142,162.5,0.013,0.013,0.018,0.494,0.775,1.171,0.01,0.01,0.018,0.036,4.77,NA,111558,2541086,53.3,88,1355226,98210,936176,5368,53496,54,196151,7926,16,0,21,0,152.25,300.05,7.5,0.013,0.256,0.973,0.717,0.01,0.027,52,46,52,46,50,NA,NA,NA,FALSE,Mesotrophic
205,167,2523,927,Steinbarger,29.54,natural lake,56,12,Noble,2016,16-Aug-16,Deep Hole,41.48664,-85.41324,11.3,1.15,15.88,4.9,NA,7.2,6.9,444,638,169.5,277,0.718,0.011,0.041,2.605,NA,NA,0.002,0.176,0.018,0.286,15.25,NA,12738,1471256,57.7,85,849245,10859,588454,1825,NA,NA,33435,54,90,0,32,0,223.25,541,7.05,0.3645,1.323,NA,0,0.089,0.152,58,57,77,46,64,NA,1.349,3.385,FALSE,Eutrophic
110,172,2539,606,Atwood,68.8,natural lake,56,1,LaGrange,2017,19-Jun-17,deep hole,41.53921,-85.41318,10,2.4,35.15,18.04,40,8.5,7.4,NA,NA,121,156,0.008,0.008,0.014,0.463,NA,NA,0.012,0.004,0.007,0.028,4.77,NA,14610,1413781,34.1,78,481582,11420,775532,1000,50034,57,106323,2133,284,0,26,0,138.5,NA,7.95,0.008,0.2385,NA,0,0.008,0.0175,47,46,45,32,46,NA,0.654,1.226,FALSE,Mesotrophic
189,89,2441,670,Westler,35.61,natural lake,56,1,LaGrange,2016,27-Jun-16,Deep Hole,41.54503,-85.40918,9.75,0.95,10.72,10.5,NA,8.1,6.9,470,560,196.5,238,0.3915,0.0086,0.0645,1.361,NA,NA,0.004,0.0505,0.023,0.11,12.384,NA,41835,6428442,50.2,71,3227577,29619,3102754,12020,98076,196,NA,NA,30,0,5,0,217.25,515,7.5,0.20005,0.71275,NA,0,0.02725,0.0665,61,55,65,49,60,NA,1.148,2.315,FALSE,Eutrophic
127,6,2332,647,Oliver,150.14,natural lake,56,1,LaGrange,2015,29-Jun-15,Deep hole,41.57034,-85.40346,27,1.7,18.6,5.2,88.46,8.5,7.6,396,422.5,160,225,0.655,0.635,0.018,0.147,0.612,0.683,0.01,0.01,0.032,0.028,5.94,NA,174209,3209796,71.9,97,2309234,168637,686530,5215,160487,303,53496,54,21,0,28,0,192.5,409.25,8.05,0.645,0.0825,0.6475,0.565,0.01,0.03,52,48,53,54,51,NA,NA,NA,FALSE,Mesotrophic
279,44,2371,900,Mud (Chain of Lakes),3.24,natural lake,56,5,Noble,2015,21-Jul-15,deep hole,41.33462,-85.40325,6,1.1,5.42,7.216,33.33,7.7,7.3,446,564,184,205,0.299,0.031,0.056,0.981,1.516,2.136,0.019,0.218,0.045,0.166,54.18,NA,43083,3424181,40.4,92,1381975,39783,1952596,3211,NA,NA,89160,89,264,0,186,0,194.5,505,7.5,0.165,0.5185,1.826,1.3075,0.1185,0.1055,59,70,71,59,67,NA,NA,NA,FALSE,Hypereutrophic
154,173,2540,670,Westler,35.61,natural lake,56,1,LaGrange,2017,19-Jun-17,deep hole,41.53862,-85.3973,10,2.65,9.93,12.8,50,8.2,7.8,NA,NA,198.5,224,0.563,0.012,0.144,1.416,NA,NA,0.016,0.065,0.048,NA,6.896,NA,4993,776906,25.6,61,198887,3059,412788,1501,157609,425,7505,8,74,0,43,0,211.25,NA,8,0.2875,0.78,NA,0,0.0405,0.048,46,50,60,60,52,NA,1.528,NA,FALSE,Mesotrophic
223,7,2333,637,Martin,10.52,natural lake,56,1,LaGrange,2015,29-Jun-15,Deep hole,41.56466,-85.38535,17.5,1.4,10.71,8.2,68.75,8.2,7.6,520,607,240,292,3.183,0.211,0.024,1.834,1.085,2.228,0.01,0.023,0.068,0.051,20.33,NA,117913,2906670,95.4,100,2772863,117779,98076,98,8916,9,26748,27,29,0,38,0,266,563.5,7.9,1.697,0.929,1.6565,0.7275,0.0165,0.0595,55,60,63,65,59,NA,NA,NA,FALSE,Eutrophic
239,299,2685,918,Sand,19.02,natural lake,56,5,Noble,2018,17-Jul-18,Deep Hole,41.332013,-85.383809,15.9,1.5,835,9.184,NA,8.3,7.6,420.8,434.9,191,197,0.333,0.198,0.057,0.843,NA,NA,0.012,0.186,0.066,1.573,24.279,NA,0,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0,7,0,194,427.85,7.95,0.2655,0.45,NA,0,0.099,0.8195,54,62,101,65,72,NA,2.469,7.196,FALSE,Eutrophic
292,300,2686,830,Bowen,12.14,natural lake,56,5,Noble,2018,17-Jul-18,Deep Hole,41.338895,-85.377272,18.8,0.6,303,4.92,NA,8,7.2,391.9,596.9,185,274,0.342,0.041,0.138,5.715,NA,NA,0.012,1.108,0.012,0.025,69.975,NA,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0,9,0,229.5,494.4,7.6,0.1915,2.9265,NA,0,0.56,0.0185,67,72,46,40,62,NA,0.536,0.475,FALSE,Hypereutrophic
214,230,2597,931,Sylvan,254.96,impoundment,56,8,Noble,2017,11-Jul-17,deep hole,41.494051,-85.37564,9.4,1.2,NA,NA,42.6,8.2,7.4,494.4,625.7,166,235,0.012,0.008,0.014,2.943,NA,NA,0.004,0.35,0.053,0.401,16.482,NA,11460,1497307,24.6,86,367752,9797,899681,1309,111639,137,118206,217,20,0,9,0,200.5,560.05,7.8,0.01,1.4785,NA,0,0.177,0.227,57,58,82,61,66,NA,1.028,3.366,FALSE,Eutrophic
111,207,2574,830,Bowen,12.14,natural lake,56,7,Noble,2017,17-Jul-17,deep hole,41.33948,-85.37541,18.2,2,10.2,3.25,16.5,8,7,461.6,369.7,188,259,0.972,0.107,0.036,6.673,NA,NA,0.005,1.267,0.042,1.348,4.973,NA,19207,1431635,42.7,82,610733,15687,669835,3212,78804,236,72237,72,22,0,4,0,223.5,415.65,7.5,0.5395,3.3545,NA,0,0.636,0.695,50,46,99,58,65,NA,1.83,8.245,FALSE,Mesotrophic
230,208,2575,844,Dock,6.48,natural lake,56,7,Noble,2017,17-Jul-17,deep hole,41.335011,-85.375395,6.7,1,9.8,3,29.9,8.3,5.7,469.5,315.9,195,171,1.369,0.038,0.054,1.097,NA,NA,0.006,0.273,0.075,0.363,21.218,NA,15823,1431333,40.1,81,573751,12808,691265,2793,41476,83,124427,139,331,0,83,0,183,392.7,7,0.7035,0.5755,NA,0,0.1395,0.219,60,61,82,66,68,NA,2.735,2.261,FALSE,Eutrophic
56,231,2598,614,Cedar,48.56,natural lake,56,11,LaGrange,2017,31-Jul-17,deep hole,41.74083,-85.36832,8.8,3.4,28,10,57,8.3,7.1,484,506.4,128,194,0.324,0.057,0.049,0.498,NA,NA,0.004,0.006,0.018,0.034,2.486,NA,11989,1110255,32,87,355104,10423,535089,1215,116747,117,102153,233,914,1,248,0,161,495.2,7.7,0.1905,0.2735,NA,0,0.005,0.026,42,40,51,46,44,NA,1.125,1.339,FALSE,Mesotrophic
234,17,2343,655,Royer,27.92,natural lake,56,2,LaGrange,2015,6-Jul-15,deep hole,41.61099,-85.33819,17.7,0.8,8.59,8.528,16.95,8.5,7.4,454,567,169,206,0.626,0.027,0.019,1.872,1.22,2.931,0.01,0.173,0.031,0.207,23.62,NA,348400,7881823,64.9,89,5117760,310606,1916932,36359,659781,1248,187235,187,88,0,27,0,187.5,510.5,7.95,0.3265,0.9455,2.0755,1.13,0.0915,0.119,63,62,73,54,66,NA,NA,NA,FALSE,Eutrophic
217,294,2680,644,Nauvoo,15.38,natural lake,56,5,LaGrange,2018,16-Jul-18,Deep Hole,41.529444,-85.3325,8.3,1.3,768,7.544,NA,8,7.6,489.6,494.4,215,244,0.008,0.009,0.052,2.594,NA,NA,0.004,0.268,0.016,0.468,15.587,NA,0,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,0,32,0,229.5,492,7.8,0.0085,1.323,NA,0,0.136,0.242,56,58,83,44,66,NA,0.774,3.685,FALSE,Eutrophic
210,45,2372,644,Nauvoo,15.38,natural lake,56,5,LaGrange,2015,20-Jul-15,deep hole,41.52833,-85.33222,9,0.9,4.44,5.576,22.22,7.6,7.5,475,637,168,238,0.554,0.013,0.058,1.899,1.406,3.448,0.01,0.425,0.051,0.312,17.17,NA,117203,5126716,73,97,3744703,114036,1328479,3113,NA,NA,53496,54,18,0,20,0,203,556,7.55,0.2835,0.9785,2.427,1.4485,0.2175,0.1815,62,58,79,61,66,NA,NA,NA,FALSE,Eutrophic
152,149,2501,644,Nauvoo,15.38,natural lake,56,8,LaGrange,2016,2-Aug-16,Deep Hole,41.529,-85.33105,7.9,1.7,10.35,11.5,NA,6.8,6.7,447,591,188,255,0.008,0.008,0.015,1.875,NA,NA,0.002,0.308,0.019,0.383,7.463,NA,21568,2157844,47.1,76,1016420,16494,1034251,4931,26748,62,80244,81,81,0,100,0,221.5,519,6.75,0.008,0.945,NA,0,0.155,0.201,52,50,81,47,61,NA,0.78,3.089,FALSE,Mesotrophic
122,238,2604,603,Adams,118.58,natural lake,56,11,LaGrange,2017,31-Jul-17,deep hole,41.55343,-85.33087,27.7,2.2,48.8,11.5,14,8.2,7,366.3,NA,120,148,0.008,0.008,0.014,0.633,NA,NA,0.002,0.052,0.011,0.074,5.47,NA,13319,2723141,9.3,52,253924,6890,2232787,6191,148852,149,87560,89,6,0,12,0,134,366.3,7.6,0.008,0.3235,NA,0,0.027,0.0425,49,47,58,39,51,NA,0.857,1.478,FALSE,Mesotrophic
259,179,2546,626,Fish,40.47,natural lake,56,3,LaGrange,2017,26-Jun-17,deep hole,41.62417,-85.32849,24.8,0.4,4.7,4.5,12.5,8.7,7.9,386,467,188,306,1.069,0.517,0.014,0.5,NA,NA,0.005,0.774,0.04,0.057,32.474,NA,229890,31880766,90.3,99,28798594,226703,875602,981,2118960,2119,87560,87,35,0,15,0,247,426.5,8.3,0.793,0.257,NA,0,0.3895,0.0485,73,65,60,57,66,NA,2.708,2.371,FALSE,Hypereutrophic
73,239,2605,877,Latta,17,natural lake,56,11,Noble,2017,31-Jul-17,deep hole,41.49649,-85.32581,10.4,1.4,25.7,6.5,57.7,8.1,7.1,430.8,357.1,162,220,0.008,0.008,0.014,2.21,NA,NA,0.006,0.12,0.012,0.302,3.183,NA,23774,2259232,49.2,89,1112016,21102,910626,2435,192632,193,43780,44,136,0,42,0,191,393.95,7.6,0.008,1.112,NA,0,0.063,0.157,55,42,77,40,58,NA,0.738,3.221,FALSE,Mesotrophic
104,295,2681,877,Latta,17,natural lake,56,5,Noble,2018,16-Jul-18,Deep Hole,41.496046,-85.325253,10.9,1.2,497,12.79,NA,7.9,7.5,401.4,464.2,170,238,0.008,0.035,0.035,1.335,NA,NA,0.002,0.166,0.129,NA,4.244,NA,0,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0,14,0,204,432.8,7.7,0.0215,0.685,NA,0,0.084,0.129,57,45,74,74,59,NA,2.789,NA,FALSE,Mesotrophic
244,223,2590,643,Nasby Mill Pond,14.16,impoundment,56,10,LaGrange,2017,24-Jul-17,deep hole,41.53599,-85.323031,1.5,1.3,17.3,1.5,100,7.8,NA,647.9,NA,240,NA,0.99,NA,0.018,NA,NA,NA,0.006,NA,0.048,NA,27.848,NA,2412,639192,14.2,48,90479,1161,411534,1104,81724,82,55455,65,NA,NA,NA,NA,240,647.9,7.8,0.99,0.018,NA,0,0.006,0.048,56,63,60,60,60,NA,1.69,NA,FALSE,Eutrophic
21,61,2388,395,Summit,329.83,impoundment,55,7,Henry,2015,27-Jul-15,deep hole,40.01881,-85.30945,14.9,6.2,21.5,14.76,46.98,8.5,8.3,301,360,131,130,0.044,0.053,0.018,0.018,0.415,0.462,0.01,0.01,NA,0.077,1.59,NA,5346,340902,27.4,86,93305,4593,155510,639,1555,2,90196,112,140,0,196,0,130.5,330.5,8.4,0.0485,0.018,0.4385,0.4205,0.01,0.077,34,35,67,NA,45,NA,NA,NA,FALSE,Oligotrophic
218,59,2386,206,Prairie Creek Reservoir,492.12,impoundment,55,7,Delaware,2015,27-Jul-15,deep hole,40.14536,-85.29137,9,1.2,11.62,12.136,44.44,8.7,7.8,311,394,126,168,0.013,0.013,0.018,0.822,0.587,1.692,0.042,0.134,0.102,NA,17.9,NA,184295,8934426,98.7,100,8817883,183919,106992,367,8916,9,NA,NA,439,0,196,0,147,352.5,8.25,0.013,0.42,1.1395,0.7195,0.088,0.102,57,59,71,71,62,NA,NA,NA,FALSE,Eutrophic
